romeo_id	publisher_name	publisher_alias	link_type	link_url
3068	Universidade Lusíada Editora		Policy	http://editora.lis.ulusiada.pt/direitos.htm
907	Universidade Nova de Lisboa, Escola Nacional de Saúde Pública		Instructions to authors	https://www.ensp.unl.pt/dispositivos-de-apoio/cdi/cdi/sector-de-publicacoes/normas-editoriais/normas-editoriais
908	Universidade Nova de Lisboa, Faculdade de Ciencias e Technologia, Inovacao Empresarial e do Trabalho		Instructions to authors	http://iet.fct.unl.pt/index.php?option=com_content&task=view&id=231&Itemid=270
2254	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Centro de História d'Aquém e d'Além Mar		Example Policy	http://cham.fcsh.unl.pt/ext/pages/publicacoes_bpjs.htm;
2732	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Centro de História da Cultura		Policy	http://cultura.revues.org/103
3067	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Centro Interdisciplinar de Ciências Sociais		Policy	https://sociologico.revues.org/378
3163	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Instituto de Estudos de Literatura e Tradição	IELT	Policy	https://ielt.fcsh.unl.pt/sites/ielt/conteudo/cadernosceil/ficheiros/cadernos_do_ceil_normas_editoriais.pdf
3104	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Instituto de Filosofia da NOVA	IFILNOVA	Policy	http://cjpmi.ifilnova.pt/policies/
3167	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Instituto de História Contemporânea	IHC	Policy	http://www.praticasdahistoria.pt/pt/submissoes/normas-de-submissao/
3135	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Instituto de História da Arte	IHA	Policy	http://revistaharte.fcsh.unl.pt/RHAW_normas_guidelines.pdf
3230	Universidade Nova de Lisboa, Instituto de Higiene e Medicina Tropical		Policy	http://anaisihmt.com/index.php/ihmt/about
976	Universidade Nova de Lisboa, Instituto Português de Relações Internacionais		Policy	http://www.ipri.pt/artigos/artigo.php?ida=47
1542	Universidade Nove de Julho	UNINOVE	Example Policy	http://www.journaliji.org/index.php/iji/about/submissions#copyrightNotice
1059	Universidade Técnica de Lisboa, Instituto Superior de Ciências Sociais e Políticas	ISCSP-UTL	Policy	http://www.iscsp.utl.pt/index.php?option=com_content&view=article&id=112%3Aindicacoes-para-autores&catid=138&Itemid=119
2953	Università degli studi di Cagliari		Example Policy	http://ojs.unica.it/index.php/anuac/about/submissions#copyrightNotice
2361	Universita Degli Studi di Firenze, Dipartmento di Scienze Politiche E Sociali, Laboratorio Sulle Transformazioni Sociali		Policy	http://www.cambio.unifi.it/mdswitch.html
1217	Università degli Studi di Milano	University of Milan	Example Policy	http://riviste.unimi.it/index.php/itinera/about/submissions#copyrightNotice
1363	Universita del Salento		Example Policy	http://siba-ese.unisalento.it/index.php/ejasa/about/submissions#copyrightNotice
1750	Università di Bologna, Department of Agricultural Sciences		Policy	http://www.bulletinofinsectology.org/Price.htm
2635	Universitara Publishing House	Editura Universitara	Policy	http://www.ajes.ro/publication-ethics/
2497	Universitas Ahmad Dahlan, Program Studi Teknik Informatika		Policy	http://ijain.org/index.php/IJAIN/about/submissions#copyrightNotice
2231	Universitas Gadjah Mada, Fakultas Hukum		Policy	http://mimbar.hukum.ugm.ac.id/index.php/jmh/about/editorialPolicies#custom-3
2054	Universitas Indonesia, Faculty of Law, Djokosoetono Research Center		Policy	http://ilrev.ui.ac.id/index.php/home/about/submissions#copyrightNotice
2866	Universitas Indonesia, Fakultas Ilmu Komputer		Policy	http://jiki.cs.ui.ac.id/index.php/jiki/about/submissions#copyrightNotice
2022	Universitas Indonesia, Fakultas Kedokteran	University of Indonesia, Faculty of Medicine	Policy	http://mji.ui.ac.id/journal/index.php/mji/about/submissions#copyrightNotice
2494	Universitas Islam Negeri Syarif Hidayatullah Jakarta		Policy	http://journal.uinjkt.ac.id/index.php/studia-islamika/about/submissions#copyrightNotice
2415	Universitas Islam Negeri, Sunan Gunung Djati Bandung		Policy	http://journal.uinsgd.ac.id/index.php/ijni/about/submissions#copyrightNotice
2111	Universitas Padjadjaran		Example Policy	http://www.ijcp.or.id/authors-instructions
1961	Universitas Padjadjaran, Faculty of Medicine		Policy	http://journal.fk.unpad.ac.id/index.php/mkb/about/submissions#copyrightNotice
2360	Universitas Pembangunan Nasional Veteran Yogyakarta, Fakultas Teknologi Industri, Prodi Teknik Kimia		Policy	http://jurnal.upnyk.ac.id/index.php/eksergi/about/submissions#copyrightNotice
2684	Universitas Semarang, Fakultas Teknologi Informasi dan Komunikasi		Policy	http://journals.usm.ac.id/index.php/transformatika/about/submissions#copyrightNotice
1865	Universitat de Valencia			http://ojs.uv.es/index.php/attic/about/submissions#copyrightNotice
2937	Universitat de Valencia, Departament de Didàctica de l'Expressió Musical, Plàstica i Corporal		Policy	http://musica.rediris.es/leeme/normasesp1.html
1451	Universitatea 'Aurel Vlaicu' din Arad, Facultatea de Ştiinţe Exacte, Departamentul de matematică-informatică		Policy	http://www.uav.ro/applications/se/journal/index.php/TAMCS/about/submissions#copyrightNotice
2440	Universitatea Babes-Bolyai		Policy	http://rrge.reviste.ubbcluj.ro/guidelines.html
2275	Universitatea de Ştiinţe Agronomice si Medicina Veterinara - Bucureşti	University of Agronomic Sciences and Veterinary Medicine of Bucharest	Example Policy	http://www.agrolifejournal.usamv.ro/index.php/aboutus/copyright-policy
2369	Universitatea de Arhitectură și Urbanism Ion Mincu, Sanda Voiculescu Departamentul Istoria și Teoria Arhitecturii şi Conservarea Patrimoniului		Policy	http://sita.uauim.ro/f/sita/docs/Publishing-Agreement.pdf
2289	Universitatea de Stat din Moldova		Policy	http://studiamsu.eu/informatii-pentru-autori/politica-de-acces-deschis/
1986	Universitatea din Bucureşti, Facultatea de Ştiinţe Politice	University of Bucharest, Faculty of Political Science	Policy	https://sites.google.com/a/fspub.unibuc.ro/european-quarterly-of-political-attitudes-and-mentalities/Home/publication-agreement
2430	Universitatea din Craiova, Facultatea de Litere, Departamentul de comunicare, jurnalism şi ştiinţe ale educaţiei		Policy	http://sserr.ro/about-us/
286	Universitatis Babes-Bolyai, Department of Geology		Policy	http://scholarcommons.usf.edu/geologia/policies.html#rights
691	Universitätsverlag der Technischen Universität Chemnitz		Policy	https://www.bibliothek.tu-chemnitz.de/ojs/index.php/cs/about/submissions#copyrightNotice
2291	Universitätsverlag der TU Berlin	Technische Universität Berlin	Policy (German)	https://www.ub.tu-berlin.de/fileadmin/pdf/Verlag/uv_oa_leitlinien_universitaetsverlag_tu_berlin.pdf
2291	Universitätsverlag der TU Berlin	Technische Universität Berlin	Policy (English)	https://www.ub.tu-berlin.de/fileadmin/pdf/Verlag/uv_oa_leitlinien_universitaetsverlag_tu_berlin_EN.pdf
254	Universitätsverlag Göttingen	Goettingen University Press	Policy	http://univerlag.uni-goettingen.de/documents/Verlagspolicy-de_UVG_150529.pdf
641	Universitätsverlag Potsdam		Policy	http://www.ub.uni-potsdam.de/publika/oa_carrierpolicy.html
526	Université de Liège, Faculté de Médecine		Policy	http://www.rmlg.ulg.ac.be/index.php?page=instructions&langue=EN
813	Université de Liège, Faculté de Médecine Vétérinaire		Policy	http://www.facmv.ulg.ac.be/amv/recommandations.php
1780	Universite de Montreal, Programmes de Bioethique		Policy	http://bioethiqueonline.ca/en/authors-2/policies/publication
3060	Université de Pau et des Pays de l'Adour		Policy	https://revues.univ-pau.fr/lineas/2174
2865	Université de Sherbrooke, Faculté des lettres et sciences humaines, Groupe de recherches et détudes sur le livre au Québec		Policy	http://memoires.erudit.org/en/node?lang=en&qt-onglet_menu_non_editeur=1#qt-onglet_menu_non_editeur
1628	Universiteit Antwerpen		Policy	http://www.jowr.org/access.html
2060	Universiteta Mateya Bela, Filosofskiy fakul'tet		Policy	http://ejshs.net/en/instructions-for-authors.html
1165	Universitetet i Nordland, Department of Social Sciences		Policy	http://www.jcsw.no/?page=about
834	Universitets- og Høgskolerådet	Norwegian Association of Higher Education Institutions	Policy	http://www.uhr.no/documents/FORFATTERVEILEDNING_nov09.pdf
519	Universitetsforlaget	Scandinavian University Press	Policy	https://www.idunn.no/info/forfatter?languageId=2
803	Universities Federation for Animal Welfare	UFAW	Policy	http://www.ufaw.org.uk/the-ufaw-journal/instructions-for-authors
1566	University College London, Faculty of Mathematical and Physical Sciences, Department of Mathematics		Policy	http://www.lms.ac.uk/sites/lms.ac.uk/files/Publications/msample.pdf
2855	University Constantin Brancusi of Targu-Jiu		Policy	http://www.utgjiu.ro/math/sma/repository_policy.html
1981	University Film and Video Association		Policy	http://www.press.uillinois.edu/journals/jfv/jfvpdf.html
2331	University of Alberta, Learning Services		Policy	http://ejournals.library.ualberta.ca/index.php/EBLIP/about/editorialPolicies/
1047	University of Arizona		Policy	https://journals.uair.arizona.edu/index.php/arizanthro/about/submissions#copyrightNotice
2686	University of Birmingham, Department of Art History, Curating and Visual Studies		Policy	https://arthistoriography.wordpress.com/journal-submission-guidelines/
307	University of Borås, Information Research		Policy	http://www.informationr.net/ir/about.html#copy
1043	University of British Columbia Law Review Society		Policy	http://ubclawreview.ca/submissions/ssrn-policy/
953	University of British Columbia, Okanagan		Policy	http://ojs.unbc.ca/index.php/acme/about/submissions#copyrightNotice
107	University of California Press		Policy	http://www.ucpress.edu/journals.php?p=authors
2518	University of Cardiff, Cardiff School of History, Archaeology and Religion, Centre for the History of Religion in Asia		Policy	http://www.cardiff.ac.uk/share/research/centres/chra/whatwedo/chra-alt-guidlines-for-contributers.html
77	University of Chicago Press		Open Access at Chicago	http://www.press.uchicago.edu/infoServices/open.html
77	University of Chicago Press		University of Chicago Press Guidelines;for Journal Authors Rights	http://www.press.uchicago.edu/journals/jrnl_rights.html
2672	University of Chicago, Department of Computer Science		Policy	http://www.theoryofcomputing.org/copyright2009.html
470	University of Colorado at Boulder, Institute of Arctic and Alpine Research		Policy	http://aaarjournal.org.pinnacle.allenpress.com/page/forAuthors#copyright-trans
820	University of Florence, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo	SAGAS	Example Copyright Policy	http://leo.cilea.it/index.php/jlis/about/submissions#copyrightNotice
1610	University of Georgia		Policy	http://mcfns.com/index.php/Journal/about/submissions#copyrightNotice
1751	University of Girona, Grupo de Investigación Análisis de la Recepción de las Pantallas Audiovisuales		Policy	http://ojs.udg.edu/index.php/CommunicationPapers/about/submissions#copyrightNotice
2760	University of Graz		Policy	http://unipub.uni-graz.at/mcsj/wiki/submitting
2759	University of Graz, Centre for Southeast European Studies		Policy	http://www.suedosteuropa.uni-graz.at/cse/en/node/18
601	University of Hawaii at Manoa, Center on Disability Studies		Permission Form	http://www.rds.hawaii.edu/downloads/RDS_copyrightpermissionrequest.pdf
136	University of Hawaii Press		Policy	https://uhpjournals.wordpress.com/about/author-rights-generic-publication-agreement/
1625	University of Hawaii, Department of Mathematics		Policy	http://www.logicandanalysis.org/index.php/jla/about/submissions#copyrightNotice
714	University of Illinois at Chicago Library		Example Policy	http://www.uic.edu/htbin/cgiwrap/bin/ojs/index.php/fm/about/submissions#copyrightNotice
292	University of Illinois Press		Policy	http://www.press.uillinois.edu/journals/preprints.html
2685	University of Jyväskylä, Agora Center		Policy	http://humantechnology.jyu.fi/about/terms-conditions
3106	University of Kansas		Policy	https://journals.ku.edu/jbi/about/submissions#copyrightNotice
3108	University of Kansas Libraries		Policy	https://journals.ku.edu/jras/about/editorialPolicies#openAccessPolicy
3107	University of Kansas, Department of Linguistics		Policy	https://hdl.handle.net/1808/276
1559	University of Kent		Policy	http://journals.kent.ac.uk/index.php/feministsatlaw/about/submissions#copyrightNotice
2859	University of Kragujevac, Faculty of Engineering, Center for Quality		Policy	http://ijqr.net/
3124	University of Leicester, Creative Commons Attribution		Policy	https://journals.le.ac.uk/ojs1/index.php/new-directions/about/editorialPolicies#openAccessPolicy
2311	University of Leicester, School of Museum Studies		Policy	http://www2.le.ac.uk/departments/museumstudies/museumsociety/copyright
2326	University of Liege, Gembloux Agro-Bio Tech		Policy	http://popups.ulg.ac.be/file/NFG_Instructions_auteurs.pdf
3117	University of Lincoln, Doctoral School		Policy	https://e-mporium.lincoln.ac.uk/index.php/e-mporium/about/submissions#copyrightNotice
2761	University of Ljubljana, Biotechnical Faculty		Policy	http://ojs.aas.bf.uni-lj.si/index.php/AAS/about/submissions#copyrightNotice
2998	University of Ljubljana, Faculty of Law		Policy	http://www.pf.uni-lj.si/en/publisher/zzr-33190/for-authors-33203/
2668	University of Ljubljana, Faulty of Economics		Policy	http://www.ebrjournal.net/ojs/index.php/ebr/about/editorialPolicies#openAccessPolicy
3050	University of London, School of Advanced Studies, Warburg Institute		Policy	https://warburg.sas.ac.uk/sites/default/files/files/JWCI%20OA%20self%20archiving%20policy_website_2017%20June.pdf
2845	University of Maragheh, Department of Mathematics		Policy	http://scma.maragheh.ac.ir/journal/about
1848	University of Massachusetts Medical School		Example Policy	http://escholarship.umassmed.edu/jeslib/policies.html
800	University of Miami, Rosenstiel School of Marine and Atmospheric Science		Policy	http://www.rsmas.miami.edu/bms/resources.html
1708	University of Michigan, School of Law		Policy	http://www.michiganlawreview.org/information/submissions/licensing-agreement
1231	University of Minnesota, Center for Transportation Studies		Policy	https://www.jtlu.org/index.php/jtlu/about/submissions#copyrightNotice
717	University of Minnesota, Management Information Systems Research Center		Copyright and Pre-print Policy	http://www.misq.org/copyright
717	University of Minnesota, Management Information Systems Research Center		Post Print Policy	http://www.misq.org/permissions/
2975	University of Münster		Policy	http://www.uni-muenster.de/Textpraxis/en/for-authors#licence
2520	University of New Brunswick		Policy	https://journals.lib.unb.ca/index.php/Acadiensis/about/submissions#copyrightNotice
2887	University of New Mexico, School of Law		Example Policy	http://lawschool.unm.edu/nmlr/permissions.php
1022	University of Notre Dame		Policy	http://www.nd.edu/~ndjfl/typesetting/NDJFL_basic.pdf
2392	University of Ostrava, Faculty of Medicine		Policy	http://periodicals.osu.eu/cejnm/13_editorial-&-publishing-policies.html
